id;n3;n2;n4;n117;id_localisation
2417;0670186N;Public;Ecole Nationale Supérieure d'Architecture de Strasbourg;;210
2418;0670190T;Public;INSA Strasbourg;;210
2419;0671509B;Public;Lycée des métiers CFA Heinrich-Nessel;;935
2420;0671555B;Privé enseignement supérieur;Ecole supérieure européenne de l'intervention sociale;;210
2421;0671557D;Public;I.U.T. d'Illkirch;;887
2422;0671602C;Privé sous contrat d'association;Lycée Ste Philomene;;935
2423;0671609K;Privé sous contrat d'association;Collège Episcopal St Etienne;;210
2424;0671636P;Privé sous contrat d'association;Lycée ORT STRASBOURG;;210
2425;0671639T;Privé sous contrat d'association;Lycée des Métiers Sainte Clotilde;;210
2426;0671685T;Public;Lycée agricole d'Obernai;;1064
2427;0671779V;Public;Lycée professionnel agricole;;609
2428;0671832C;Public;Lycée Jean-Baptiste Schwilgue;;295
2429;0671860H;Public;Faculté de médecine;;210
2430;0672050P;Privé sous contrat d'association;ECP - Ecole Commerciale Privée;;210
2431;0672118N;Privé sous contrat d'association;Lycée professionnel Schattenmann;;1063
2432;0672198A;Public;Lycée Le Corbusier;;887
2433;0672336A;Public;IFSI de Saverne;;681
2434;0672337B;Public;IFSI Haguenau;;935
2435;0672338C;Public;IFSI Selestat;;295
2436;0672339D;Public;IFSI Brumath;;301
2437;0672341F;Public;IFSI Strasbourg (Hus);;210
2438;0672462M;Public;I.U.T. de Schiltigheim;;487
2439;0672534R;Public;Lycée du Haut-Barr;;681
2440;0672615D;Public;Lycée Louis Marchal;;984
2441;0672616E;Public;Lycée des Métiers Gutenberg;;887
2442;0672684D;Privé sous contrat d'association;L'EDIAC Formations;;210
2443;0672689J;Privé hors contrat;Institut national des formations notariales - site de Strasbourg;;210
2444;0672834S;Public;I.U.T. de Haguenau;;935
2445;0672867C;Privé sous contrat d'association;IFSI Strasbourg (St Vincent);;210
2446;0672877N;Privé hors contrat;OMNIS - Ecole Supérieure de Commerce et Management;;210
2447;0672981B;Public;IFSI Erstein;;609
2448;0673015N;Public;Ecole management Strasbourg;;210
2449;0673021E;Public;CPI Strasbourg (ECPM);;210
2450;0673021V;Public;Université de Strasbourg;;210
2451;0673022W;Privé enseignement supérieur;EPITECH - Campus de Strasbourg;;210
2452;0673046X;Privé enseignement supérieur;ICAM Strasbourg-Europe;;487
2453;0673048Z;Public;Haute école des arts du Rhin, sites d'arts plastiques de Mulhouse et de Strasbourg;;210
2454;0673064S;Privé enseignement supérieur;CESI Campus de Strasbourg;;750
2455;0673107N;Privé enseignement supérieur;EPITA Strasbourg;;210
2456;0673149J;Public;I.U.T. de Schiltigheim - Site de Sélestat;;295
2457;0673163Z;Privé enseignement supérieur;Institut national de podologie Grand Est;;210
2458;0673172J;Privé enseignement supérieur;ESSCA School of Management - Strasbourg;;487
2459;0680001G;Public;Lycée Jean Jacques Henner;;1168
2460;0680003J;Public;Lycée agricole de Rouffach;;323
2461;0680007N;Public;Lycée A. Bartholdi;;509
2462;0680008P;Public;Lycée Camille See;;509
2463;0680010S;Public;Lycée Blaise Pascal;;509
2464;0680015X;Public;Lycée Alfred Kastler;;1087
2465;0680016Y;Public;Lycée Theodore Deck;;1087
2466;0680031P;Public;Lycée Albert Schweitzer;;1065
2468;0680034T;Public;Lycée Louis-Armand;;1065
2469;0680037W;Public;Lycée professionnel Charles Stoessel;;1065
2470;0680053N;Public;I.U.T. de Colmar;;509
2471;0680066C;Public;Lycée Jean Mermoz;;1237
2472;0680073K;Public;Lycée Scheurer-Kestner;;724
2473;0680097L;Public;ENSCMu - partenaire INSA;;1065
2474;0680099N;Public;ENSISA - partenaire INSA;;1065
2475;0680149T;Privé sous contrat d'association;Lycée Saint-Andre;;509
2476;0680151V;Privé sous contrat d'association;Lycée Jeanne D Arc;;1065
2477;0680161F;Privé sous contrat d'association;Institution Don Bosco - Lycée professionnel;;992
2478;0680169P;Public;I.U.T. de Mulhouse;;1065
2479;0681166Y;Public;Université de Mulhouse;;1065
2480;0681222J;Public;Lycée agricole Du Pflixbourg;;256
2481;0681263D;Public;Haute école des arts du Rhin - Site d'arts plastiques de Mulhouse;;1065
2482;0681686N;Public;Centre de formation IFSI-IFAS Hopitaux civils de Colmar;;509
2483;0681688R;Public;IFSI Mulhouse;;1065
2484;0681689S;Public;IFSI Rouffach;;323
2485;0681768C;Public;Lycée Laurent de Lavoisier;;1065
2486;0681809X;Public;Lycée Ettore Bugatti;;64
2487;0681810Y;Public;Lycée des Métiers Gustave Eiffel;;1211
2488;0681817F;Public;Lycée Schwendi;;1261
2489;0681839E;Public;Lycée Joseph Storck (Hotelier);;1087
2490;0681847N;Privé sous contrat d'association;Ecole Supérieure de Praxis Sociale (Ex-ISSM, Ex-CFEJE);;1065
2491;0681882B;Public;Lycée Martin Schongauer;;509
2492;0681888H;Public;Lycée Amelie Zurcher;;1102
2493;0681967U;Public;UHA Business School;;509
2494;0682052L;Public;Institut de formation des métiers de la rééducation Sud-Alsace - formation en ergothérapie;;1065
2495;0682053M;Public;Institut de formation des métiers de la rééducation Sud Alsace - formation en psychomotricité;;1065
2496;0682079R;Privé sous contrat d'association;Institution Saint Jean -Lycée d'enseignement général et technologique privé;;509
2497;0682090C;Privé enseignement supérieur;EPITECH - Campus de Mulhouse;;1065
2498;0682109Y;Privé enseignement supérieur;IFSI de la Fondation de la maison du Diaconat de Mulhouse;;1065
2499;0682110Z;Privé enseignement supérieur;IFSI - Groupe Hospitalier de la Région de Mulhouse et Sud-Alsace - annexe de Thann;;724
2500;0682124P;Public;Institut de formation manipulateur en électroradiologie médicale;;509
2501;0690010L;Public;Lycée des métiers Tony Garnier du Batiment et des Travaux Publics;;917
2502;0690023A;Public;Lycée Ampère;;625
2503;0690026D;Public;Lycée du Parc;;1148
2504;0690027E;Public;Lycée Edouard Herriot;;1148
2505;0690028F;Public;Lycée De Saint Just;;868
2506;0690029G;Public;Lycée Lacassagne;;1028
2507;0690032K;Public;Lycée Juliette Récamier;;625
2508;0690035N;Public;Lycée Auguste et Louis Lumière;;1190
2509;0690037R;Public;Lycée La Martinière-Diderot;;293
2510;0690038S;Public;Lycée La Martinière Duchère;;311
2511;0690040U;Public;Lycée Hector Guimard;;822
2512;0690042W;Public;Lycée Colbert;;1190
2513;0690046A;Public;Lycée professionnel Louise Labé;;822
2514;0690048C;Public;Lycée professionnel Diderot;;293
2515;0690074F;Public;Lycée Parc Chabrieres;;615
2516;0690082P;Public;Lycée Jean Perrin;;311
2517;0690085T;Public;Lycée René Cassin;;270
2518;0690092A;Public;Lycée professionnel du 1er Film;;1190
2519;0690093B;Public;Lycée professionnel Helene Boucher;;878
2520;0690097F;Public;Lycée Claude Bernard;;338
2521;0690103M;Public;Lycée Frédéric Fays;;1019
2522;0690104N;Public;Lycée Marcel Sembat;;878
2523;0690105P;Public;Lycée professionnel des Métiers de l'Automobile;;917
2524;0690107S;Public;Lycée professionnel Alfred De Musset;;1019
2525;0690128P;Public;Lycée Edouard Branly;;868
2526;0690129R;Public;Lycée professionnel Edmond Labbe;;615
2527;0690132U;Public;Lycée Pierre Brossolette;;1019
2528;0690173N;Public;Sciences Po Lyon - Institut d'Etudes Politiques - campus de Lyon;;822
2529;0690184A;Public;Ecole Nationale Supérieure d'Architecture de Lyon;;1227
2530;0690185B;Public;ECOLE NATIONALE SUPERIEURE DES BEAUX-ARTS DE LYON;;293
2531;0690187D;Public;ECOLE CENTRALE LYON;;205
2532;0690192J;Public;INSA Lyon;;1019
2533;0690193K;Public;Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement;;1243
2534;0690194L;Privé enseignement supérieur;ECAM LaSalle;;868
2535;0690195M;Privé enseignement supérieur;Institut Catholique de Lyon;;625
2536;0690197P;Privé enseignement supérieur;ECOLE DE MANAGEMENT DE LYON;;822
2537;0690199S;Privé sous contrat d'association;Ecole Rockefeller;;1190
2538;0690200T;Privé enseignement supérieur;INSTITUT NATIONAL DES FORMATIONS NOTARIALES DE LYON;;822
2539;0690250X;Public;Lycée agricole Lyon-Dardilly;;130
2540;0690274Y;Public;IUT Lyon1 Site de Villeurbanne Doua;;1019
2541;0690276A;Public;CNED;;1238
2542;0690279D;Public;EPL Lyon St Genis Laval - Lycée André Paillot;;1043
2543;0690281F;Public;Lycée professionnel Joseph-Marie Jacquard;;615
2544;0690519P;Privé sous contrat d'association;Lycée Notre Dame Des Minimes;;868
2545;0690520R;Privé sous contrat d'association;Lycée La Favorite Sainte Therese;;868
2546;0690521S;Privé sous contrat d'association;Lycée Sainte - Marie Lyon;;868
2547;0690522T;Privé sous contrat d'association;Lycée Aux Lazaristes;;868
2548;0690539L;Privé sous contrat d'association;Lycée Assomption Bellevue;;822
2549;0690542P;Privé sous contrat d'association;Lycée LES CHASSAGNES;;615
2550;0690543R;Privé sous contrat d'association;Lycée Saint Thomas D'Aquin Veritas;;615
2551;0690553B;Privé sous contrat d'association;Centre Scolaire Notre Dame;;644
2724;0731487V;Public;IUT de CHAMBERY;;1215
2552;0690563M;Privé sous contrat d'association;Lycée Saint Louis Saint Bruno;;293
2553;0690564N;Privé sous contrat d'association;Institution des Chartreux;;293
2554;0690571W;Privé sous contrat d'association;Lycée Saint-Marc;;625
2555;0690631L;Privé sous contrat d'association;ICOF - Campus Lyon Saint Irénée;;868
2556;0690634P;Privé sous contrat d'association;Ecole LA MACHE;;1190
2557;0690642Y;Privé sous contrat d'association;Lycée ORT;;1190
2558;0690646C;Privé sous contrat d'association;Lycée Carrel;;1148
2559;0690651H;Privé sous contrat d'association;Lycée professionnel Saint Joseph;;822
2560;0690660T;Privé sous contrat d'association;Lycée professionnel Japy;;293
2561;0690670D;Privé enseignement supérieur;CRESPA -SCIENCES U;;1028
2562;0690671E;Privé sous contrat d'association;Lycée Aux Lazaristes La Salle Croix Rousse;;293
2563;0690696G;Privé hors contrat;Ecole privée Silvya Terrade;;1148
2564;0690698J;Privé sous contrat d'association;Lycée professionnel Des Métiers d'Art SEPR;;12
2565;0690712Z;Privé sous contrat d'association;Lycée professionnel Saint Louis-Saint Bruno;;293
2566;0691501G;Privé enseignement supérieur;Ecole Supérieure en Biologie Biochimie Biotechnologies - Institut catholique de Lyon;;625
2567;0691503J;Privé enseignement supérieur;ESDES LYON BUSINESS SCHOOL;;625
2568;0691644M;Public;Lycée Louis Armand;;338
2569;0691659D;Privé sous contrat d'association;Lycée Don Bosco;;868
2570;0691678Z;Privé sous contrat d'association;Institut Agricole Sandar;;1024
2571;0691696U;Privé enseignement supérieur;CESI Campus de Lyon;;1019
2572;0691774D;Public;Université Claude Bernard Lyon 1;;1019
2573;0691775E;Public;Université Lumière - Lyon 2;;822
2574;0691860X;Public;IUT Lyon1 Site de Villeurbanne Gratte-Ciel;;1019
2575;0691875N;Privé sous contrat d'association;Ecole C. PEYREFITTE (ITCC Lyon);;625
2576;0692185A;Public;INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1;;1190
2577;0692198P;Public;Université Lyon 2 - Campus Porte des Alpes;;917
2578;0692353H;Privé enseignement supérieur;ISARA;;822
2579;0692390Y;Public;EREA de Villeurbanne;;1019
2580;0692437Z;Public;Université Jean Moulin Lyon 3;;1190
2581;0692517L;Public;LPO Camus-Sermenaz;;744
2582;0692522S;Privé sous contrat d'association;OCELLIA;;311
2583;0692523T;Public;IFSI Clémenceau;;1043
2584;0692525V;Privé sous contrat d'association;IFTS Croix Rouge Française Lyon;;1028
2585;0692526W;Privé sous contrat d'association;IFSI J. LEPERCQ / CH ST JOSEPH ST LUC;;822
2586;0692566P;Public;ENTPE (Ecole nationale des travaux publics de l'Etat);;1227
2587;0692589P;Public;IFSI de l'Hôpital Nord Ouest;;948
2588;0692706S;Privé sous contrat d'association;MFREO Saint Laurent de Chamousset;;713
2589;0692717D;Public;Lycée Jacques Brel;;878
2590;0692800U;Public;Lycée Charlie Chaplin;;699
2591;0692866R;Public;Lycée La Martiniere Monplaisir;;1190
2592;0692984U;Public;INSTITUT FORM CARRIERES SANTE HCL SECTEUR EST - MANIPULATEUR D'ELECTRORADIOLOGIE MEDICALE;;1028
2593;0692987X;Public;IFSI CH Le Vinatier;;917
2594;0692988Y;Public;IFSI HCL-Secteur Est;;12
2595;0693044J;Public;Lycée Jean-Paul Sartre;;917
2596;0693177D;Privé enseignement supérieur;3A, l’Ecole de management responsable et solidaire;;311
2597;0693178E;Privé hors contrat;ECOLE EMILE COHL;;1028
2598;0693180G;Privé enseignement supérieur;IDRAC Business School - Campus de Lyon;;311
2599;0693330V;Public;LPO ARAGON-PICASSO;;898
2600;0693448Y;Privé enseignement supérieur;INSEEC Lyon;;822
2601;0693453D;Privé enseignement supérieur;Institut Lyfe;;205
2602;0693478F;Public;Lycée Condorcet;;817
2603;0693504J;Public;Lycée Francois Rabelais;;130
2604;0693521C;Public;I.U.T LUMIERE Lyon 2;;917
2605;0693550J;Public;Polytech Lyon;;1019
2606;0693565A;Public;I.U.T Jean Moulin de l'Université Lyon 3;;822
2607;0693619J;Public;Lycée Robert Doisneau;;1227
2608;0693623N;Privé enseignement supérieur;CPE Lyon;;1019
2609;0693654X;Public;Lycée René Descartes;;1043
2610;0693714M;Privé hors contrat;IEFT - Ecole de tourisme - LYON;;311
2611;0693818A;Privé sous contrat d'association;INSTITUT SAINT LAURENT;;868
2612;0693820C;Privé sous contrat d'association;ARFRIPS;;311
2613;0693830E;Privé enseignement supérieur;ESME Sudria Lyon;;311
2614;0693974V;Privé hors contrat;STUDIO M;;1019
2615;0694051D;Privé enseignement supérieur;ESCE Lyon;;822
2616;0694060N;Privé sous contrat d'association;IET - INSTITUT DES METIERS DE L'ENVIRONNEMENT ET DE LA TRANSITION ECOLOGIQUE;;311
2617;0694100G;Privé enseignement supérieur;EPITECH - Campus de Lyon;;822
2618;0694123G;Public;Ecole Normale Supérieure de Lyon;;822
2619;0694280C;Privé enseignement supérieur;ESSCA School of Management - Lyon;;822
2620;0694310K;Privé enseignement supérieur;EPITA Lyon;;311
2621;0694324A;Privé hors contrat;Innova Formation;;917
2622;0694333K;Privé enseignement supérieur;ECE Lyon;;822
2623;0694373D;Privé enseignement supérieur;BSB Lyon;;1190
2624;0694388V;Privé enseignement supérieur;Ircom Lyon;;293
2625;0694404M;Privé enseignement supérieur;UNIVERS SPORT FORMATION LYON;;264
2626;0694413X;Privé enseignement supérieur;SupBiotech Lyon;;311
2627;0694423H;Privé enseignement supérieur;Institut polytechnique des sciences avancées;;311
2628;0694426L;Privé enseignement supérieur;Strate Ecole de design - Lyon;;625
2629;0694457V;Privé enseignement supérieur;BUILDERS Lyon;;1227
2630;0694521P;Privé hors contrat;SUP DE COM;;311
2631;0694554A;Privé enseignement supérieur;Ecole supérieure du bois - Campus de Lyon;;822
2632;0694594U;Privé enseignement supérieur;Ecole supérieure de commerce privée EKLYA School of Business Lyon - Ecully;;205
2725;0731570K;Public;Université Savoie Mont Blanc - Bourget-du-Lac;;1215
2633;0694668Z;Privé hors contrat;Grenoble Ecole de Management - Campus de Lyon;;868
2634;0700009E;Public;Lycée Augustin Cournot;;240
2635;0700018P;Public;Lycée Georges Colomb;;450
2636;0700038L;Public;Lycée professionnel Luxembourg;;410
2637;0700827U;Public;Vesoul Agrocampus - Lycée Etienne Munier;;410
2638;0700882D;Public;Lycée professionnel Pontarcher;;410
2639;0700905D;Public;Lycée Edouard Belin;;410
2640;0700958L;Privé sous contrat d'association;Maison familiale et rurale (MFR) de Fougerolles;;168
2641;0700983N;Privé sous contrat d'association;IFSI Croix Rouge Française Vesoul;;410
2642;0701035V;Public;Lycée Louis Aragon;;525
2643;0701048J;Public;I.U.T de Besançon - Antenne de Vesoul;;410
2644;0701052N;Public;Lycée Les Haberges;;410
2645;0701078S;Public;Lycée Lumiere;;805
2646;0710001R;Public;Lycée Bonaparte;;1039
2647;0710010A;Public;Lycée Mathias;;152
2648;0710012C;Public;Lycée polyvalent Niépce-Balleure;;152
2649;0710018J;Public;Lycée Julien Wittmer;;630
2650;0710023P;Public;Lycée La Prat's;;470
2651;0710026T;Public;Lycée LEON BLUM;;1194
2652;0710042K;Public;Lycée Henri Vincenot;;66
2653;0710045N;Public;Lycée Lamartine;;162
2654;0710048S;Public;Lycée Rene Cassin;;162
2655;0710054Y;Public;Lycée Henri Parriat;;357
2656;0710087J;Public;Lycée professionnel Astier;;959
2657;0710100Y;Public;CNAM Chalon;;152
2658;0711064W;Public;Lycée Militaire d'Autun;;1039
2659;0711067Z;Public;Lycée agricole Macon-Davaye;;508
2660;0711068A;Public;Lycée agricole Fontaines;;129
2661;0711137A;Public;Lycée Camille Claudel;;1155
2662;0711249X;Privé sous contrat d'association;Lycée Frederic Ozanam;;162
2663;0711322B;Public;Lycée professionnel des métiers Jeannette Guyot;;152
2664;0711372F;Public;I.U.T du Creusot;;1194
2665;0711373G;Public;IFSI CH Chalon Sur Saône;;152
2666;0711385V;Public;IFSI CH Macon;;162
2667;0711455W;Public;IFSI CH Paray Le Monial;;959
2668;0711456X;Public;IFSI CH Montceau les Mines;;357
2669;0711494N;Privé sous contrat d'association;Lycée privé polyvalent SAINT LAZARE;;1039
2670;0711648F;Privé enseignement supérieur;EGC de Chalon-sur-Saône;;152
2671;0711690B;Public;I.U.T de Chalon-Sur-Saône;;152
2672;0711729U;Public;Lycée Emiland Gauthey;;152
2673;0711755X;Privé sous contrat d'association;Lycée Sacré Coeur;;959
2674;0711775U;Public;Université de Bourgogne Europe (ex UB) - site Le Creusot;;1194
2675;0711896A;Privé sous contrat d'association;Lycée Saint-Charles;;152
2676;0720003M;Public;Lycée professionnel Claude Chappe;;537
2677;0720010V;Public;Lycée agricole La Germiniere;;413
2678;0720017C;Public;Lycée Polyvalent Robert Garnier;;815
2679;0720021G;Public;Lycée polyvalent d'Estournelles de Constant;;80
2680;0720029R;Public;Lycée Montesquieu;;16
2681;0720033V;Public;Lycée Polyvalent Gabriel Touchard - Washington;;16
2682;0720048L;Public;Lycée polyvalent Raphaël Elizé;;253
2683;0720079V;Public;Ecole supérieure d'art et de design TALM-Le Mans;;16
2684;0720083Z;Public;I.U.T. Le Mans;;16
2685;0720822C;Privé sous contrat d'association;Lycée Ste Catherine;;16
2686;0720825F;Privé sous contrat d'association;Lycée professionnel Joseph Roussel;;16
